Izin_Adi,Tam_Deger,Koruma_Seviyesi,Aciklama
READ_SMS,android.permission.READ_SMS,dangerous,"Allows an application to read SMS messages. Protection level: dangerous This is a hard restricted permission which cannot be held by an app until the installer on record allowlists the permission. For more details see PackageInstaller.SessionParams.setWhitelistedRestrictedPermissions(Set) . Constant Value: ""android.permission.READ_SMS"""
READ_SYNC_SETTINGS,android.permission.READ_SYNC_SETTINGS,normal,"Allows applications to read the sync settings. Protection level: normal Constant Value: ""android.permission.READ_SYNC_SETTINGS"""
READ_SYNC_STATS,android.permission.READ_SYNC_STATS,normal,"Allows applications to read the sync stats. Protection level: normal Constant Value: ""android.permission.READ_SYNC_STATS"""
READ_SYSTEM_PREFERENCES,android.permission.READ_SYSTEM_PREFERENCES,Unknown,"Allows an application to access the Settings Preference services to read settings exposed by the system Settings app and system apps that contribute settings surfaced by the Settings app. This allows the calling application to read settings values through the host application, agnostic of underlying storage. Constant Value: ""android.permission.READ_SYSTEM_PREFERENCES"""
READ_VOICEMAIL,android.permission.READ_VOICEMAIL,signature,"Allows an application to read voicemails in the system. Protection level: signature|privileged|role Constant Value: ""com.android.voicemail.permission.READ_VOICEMAIL"""
RECEIVE_BOOT_COMPLETED,android.permission.RECEIVE_BOOT_COMPLETED,normal,"Allows an application to receive the Intent.ACTION_BOOT_COMPLETED that is broadcast after the system finishes booting. If you don't request this permission, you will not receive the broadcast at that time. Though holding this permission does not have any security implications, it can have a negative impact on the user experience by increasing the amount of time it takes the system to start and allowing applications to have themselves running without the user being aware of them. As such, you must explicitly declare your use of this facility to make that visible to the user. Protection level: normal Constant Value: ""android.permission.RECEIVE_BOOT_COMPLETED"""
RECEIVE_MMS,android.permission.RECEIVE_MMS,dangerous,"Allows an application to monitor incoming MMS messages. Protection level: dangerous This is a hard restricted permission which cannot be held by an app until the installer on record allowlists the permission. For more details see PackageInstaller.SessionParams.setWhitelistedRestrictedPermissions(Set) . Constant Value: ""android.permission.RECEIVE_MMS"""
RECEIVE_SENSITIVE_NOTIFICATIONS,android.permission.RECEIVE_SENSITIVE_NOTIFICATIONS,signature,"RECEIVE_SENSITIVE_NOTIFICATIONS Added in version 36.1 Allows apps with a NotificationListenerService to receive notifications with sensitive information Apps with a NotificationListenerService without this permission will not be able to view certain types of sensitive information contained in notifications This permission also allows apps with the SMS permissions to query and receive broadcasts about SMS messages that contain One Time Passwords Protection level: signature|preinstalled|knownSigner|role Constant Value: ""android.permission.RECEIVE_SENSITIVE_NOTIFICATIONS"""
RECEIVE_SMS,android.permission.RECEIVE_SMS,dangerous,"Allows an application to receive SMS messages. Protection level: dangerous This is a hard restricted permission which cannot be held by an app until the installer on record allowlists the permission. For more details see PackageInstaller.SessionParams.setWhitelistedRestrictedPermissions(Set) . Constant Value: ""android.permission.RECEIVE_SMS"""
RECEIVE_WAP_PUSH,android.permission.RECEIVE_WAP_PUSH,dangerous,"Allows an application to receive WAP push messages. Protection level: dangerous This is a hard restricted permission which cannot be held by an app until the installer on record allowlists the permission. For more details see PackageInstaller.SessionParams.setWhitelistedRestrictedPermissions(Set) . Constant Value: ""android.permission.RECEIVE_WAP_PUSH"""
RECORD_AUDIO,android.permission.RECORD_AUDIO,dangerous,"Allows an application to record audio. Protection level: dangerous Constant Value: ""android.permission.RECORD_AUDIO"""
REORDER_TASKS,android.permission.REORDER_TASKS,normal,"Allows an application to change the Z-order of tasks. Protection level: normal Constant Value: ""android.permission.REORDER_TASKS"""
REQUEST_COMPANION_PROFILE_APP_STREAMING,android.permission.REQUEST_COMPANION_PROFILE_APP_STREAMING,Unknown,"Allows application to request to be associated with a virtual device capable of streaming Android applications ( AssociationRequest.DEVICE_PROFILE_APP_STREAMING ) by CompanionDeviceManager . Not for use by third-party applications. Constant Value: ""android.permission.REQUEST_COMPANION_PROFILE_APP_STREAMING"""
REQUEST_COMPANION_PROFILE_AUTOMOTIVE_PROJECTION,android.permission.REQUEST_COMPANION_PROFILE_AUTOMOTIVE_PROJECTION,Unknown,"Allows application to request to be associated with a vehicle head unit capable of automotive projection ( AssociationRequest.DEVICE_PROFILE_AUTOMOTIVE_PROJECTION ) by CompanionDeviceManager . Not for use by third-party applications. Constant Value: ""android.permission.REQUEST_COMPANION_PROFILE_AUTOMOTIVE_PROJECTION"""
REQUEST_COMPANION_PROFILE_COMPUTER,android.permission.REQUEST_COMPANION_PROFILE_COMPUTER,Unknown,"Allows application to request to be associated with a computer to share functionality and/or data with other devices, such as notifications, photos and media ( AssociationRequest.DEVICE_PROFILE_COMPUTER ) by CompanionDeviceManager . Not for use by third-party applications. Constant Value: ""android.permission.REQUEST_COMPANION_PROFILE_COMPUTER"""
REQUEST_COMPANION_PROFILE_GLASSES,android.permission.REQUEST_COMPANION_PROFILE_GLASSES,normal,"Allows app to request to be associated with a device via CompanionDeviceManager as ""glasses"" Protection level: normal Constant Value: ""android.permission.REQUEST_COMPANION_PROFILE_GLASSES"""
REQUEST_COMPANION_PROFILE_NEARBY_DEVICE_STREAMING,android.permission.REQUEST_COMPANION_PROFILE_NEARBY_DEVICE_STREAMING,Unknown,"Allows application to request to stream content from an Android host to a nearby device ( AssociationRequest.DEVICE_PROFILE_NEARBY_DEVICE_STREAMING ) by CompanionDeviceManager . Not for use by third-party applications. Constant Value: ""android.permission.REQUEST_COMPANION_PROFILE_NEARBY_DEVICE_STREAMING"""
REQUEST_COMPANION_PROFILE_WATCH,android.permission.REQUEST_COMPANION_PROFILE_WATCH,normal,"Allows app to request to be associated with a device via CompanionDeviceManager as a ""watch"" Protection level: normal Constant Value: ""android.permission.REQUEST_COMPANION_PROFILE_WATCH"""
REQUEST_COMPANION_RUN_IN_BACKGROUND,android.permission.REQUEST_COMPANION_RUN_IN_BACKGROUND,normal,"Allows a companion app to run in the background. This permission implies REQUEST_COMPANION_START_FOREGROUND_SERVICES_FROM_BACKGROUND , and allows to start a foreground service from the background. If an app does not have to run in the background, but only needs to start a foreground service from the background, consider using REQUEST_COMPANION_START_FOREGROUND_SERVICES_FROM_BACKGROUND , which is less powerful. Protection level: normal Constant Value: ""android.permission.REQUEST_COMPANION_RUN_IN_BACKGROUND"""
REQUEST_COMPANION_SELF_MANAGED,android.permission.REQUEST_COMPANION_SELF_MANAGED,Unknown,"Allows an application to create a ""self-managed"" association. Constant Value: ""android.permission.REQUEST_COMPANION_SELF_MANAGED"""
REQUEST_COMPANION_START_FOREGROUND_SERVICES_FROM_BACKGROUND,android.permission.REQUEST_COMPANION_START_FOREGROUND_SERVICES_FROM_BACKGROUND,normal,"Allows a companion app to start a foreground service from the background. Protection level: normal See also: REQUEST_COMPANION_RUN_IN_BACKGROUND Constant Value: ""android.permission.REQUEST_COMPANION_START_FOREGROUND_SERVICES_FROM_BACKGROUND"""
REQUEST_COMPANION_USE_DATA_IN_BACKGROUND,android.permission.REQUEST_COMPANION_USE_DATA_IN_BACKGROUND,normal,"Allows a companion app to use data in the background. Protection level: normal Constant Value: ""android.permission.REQUEST_COMPANION_USE_DATA_IN_BACKGROUND"""
REQUEST_DELETE_PACKAGES,android.permission.REQUEST_DELETE_PACKAGES,normal,"Allows an application to request deleting packages. Apps targeting APIs Build.VERSION_CODES.P or greater must hold this permission in order to use Intent.ACTION_UNINSTALL_PACKAGE or PackageInstaller.uninstall(VersionedPackage, IntentSender) . Protection level: normal Constant Value: ""android.permission.REQUEST_DELETE_PACKAGES"""
REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,normal,"Permission an application must hold in order to use Settings.ACTION_REQUEST_IGNORE_BATTERY_OPTIMIZATIONS . Protection level: normal Constant Value: ""android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS"""
REQUEST_INSTALL_PACKAGES,android.permission.REQUEST_INSTALL_PACKAGES,signature,"Allows an application to request installing packages. Apps targeting APIs greater than 25 must hold this permission in order to use Intent.ACTION_INSTALL_PACKAGE . Protection level: signature Constant Value: ""android.permission.REQUEST_INSTALL_PACKAGES"""
REQUEST_OBSERVE_COMPANION_DEVICE_PRESENCE,android.permission.REQUEST_OBSERVE_COMPANION_DEVICE_PRESENCE,Unknown,"Allows an application to subscribe to notifications about the presence status change of their associated companion device Constant Value: ""android.permission.REQUEST_OBSERVE_COMPANION_DEVICE_PRESENCE"""
REQUEST_OBSERVE_DEVICE_UUID_PRESENCE,android.permission.REQUEST_OBSERVE_DEVICE_UUID_PRESENCE,Unknown,"Allows an application to subscribe to notifications about the nearby devices' presence status change base on the UUIDs. Not for use by third-party applications. Constant Value: ""android.permission.REQUEST_OBSERVE_DEVICE_UUID_PRESENCE"""
REQUEST_PASSWORD_COMPLEXITY,android.permission.REQUEST_PASSWORD_COMPLEXITY,normal,"Allows an application to request the screen lock complexity and prompt users to update the screen lock to a certain complexity level. Protection level: normal Constant Value: ""android.permission.REQUEST_PASSWORD_COMPLEXITY"""
RESTART_PACKAGES,android.permission.RESTART_PACKAGES,Unknown,"Deprecated in API level 15 This constant was deprecated in API level 15. The ActivityManager.restartPackage(String) API is no longer supported. Constant Value: ""android.permission.RESTART_PACKAGES"""
RUN_USER_INITIATED_JOBS,android.permission.RUN_USER_INITIATED_JOBS,normal,"Allows applications to use the user-initiated jobs API. For more details see JobInfo.Builder.setUserInitiated(boolean) . Protection level: normal Constant Value: ""android.permission.RUN_USER_INITIATED_JOBS"""
SCHEDULE_EXACT_ALARM,android.permission.SCHEDULE_EXACT_ALARM,signature,"Allows applications to use exact alarm APIs. This is a special access permission that can be revoked by the system or the user. It should only be used to enable user-facing features that require exact alarms. For more details, please go through the associated developer docs . Apps need to target API Build.VERSION_CODES.S or above to be able to request this permission. Note that apps targeting lower API levels do not need this permission to use exact alarm APIs. Apps that hold this permission and target API Build.VERSION_CODES.TIRAMISU and below always stay in the WORKING_SET or lower standby bucket. If your app relies on exact alarms for core functionality, it can instead request USE_EXACT_ALARM once it targets API Build.VERSION_CODES.TIRAMISU . All apps using exact alarms for secondary features (which should still be user facing) should continue using this permission. Protection level: signature|privileged|appop Constant Value: ""android.permission.SCHEDULE_EXACT_ALARM"""
SEND_RESPOND_VIA_MESSAGE,android.permission.SEND_RESPOND_VIA_MESSAGE,Unknown,"Allows an application (Phone) to send a request to other applications to handle the respond-via-message action during incoming calls. Not for use by third-party applications. Constant Value: ""android.permission.SEND_RESPOND_VIA_MESSAGE"""
SEND_SMS,android.permission.SEND_SMS,dangerous,"Allows an application to send SMS messages. Protection level: dangerous This is a hard restricted permission which cannot be held by an app until the installer on record allowlists the permission. For more details see PackageInstaller.SessionParams.setWhitelistedRestrictedPermissions(Set) . Constant Value: ""android.permission.SEND_SMS"""
SET_ALARM,android.permission.SET_ALARM,normal,"Allows an application to broadcast an Intent to set an alarm for the user. Protection level: normal Constant Value: ""com.android.alarm.permission.SET_ALARM"""
SET_ALWAYS_FINISH,android.permission.SET_ALWAYS_FINISH,Unknown,"Allows an application to control whether activities are immediately finished when put in the background. Not for use by third-party applications. Constant Value: ""android.permission.SET_ALWAYS_FINISH"""
SET_ANIMATION_SCALE,android.permission.SET_ANIMATION_SCALE,Unknown,"Modify the global animation scaling factor. Not for use by third-party applications. Constant Value: ""android.permission.SET_ANIMATION_SCALE"""
SET_BIOMETRIC_DIALOG_ADVANCED,android.permission.SET_BIOMETRIC_DIALOG_ADVANCED,Unknown,"Allows an application to set the advanced features on BiometricDialog (SystemUI), including logo, logo description, and content view with more options button. Not for use by third-party applications. Constant Value: ""android.permission.SET_BIOMETRIC_DIALOG_ADVANCED"""
SET_DEBUG_APP,android.permission.SET_DEBUG_APP,Unknown,"Configure an application for debugging. Not for use by third-party applications. Constant Value: ""android.permission.SET_DEBUG_APP"""
SET_PREFERRED_APPLICATIONS,android.permission.SET_PREFERRED_APPLICATIONS,Unknown,"Deprecated in API level 15 This constant was deprecated in API level 15. No longer useful, see PackageManager.addPackageToPreferred(String) for details. Constant Value: ""android.permission.SET_PREFERRED_APPLICATIONS"""
SET_PROCESS_LIMIT,android.permission.SET_PROCESS_LIMIT,Unknown,"Allows an application to set the maximum number of (not needed) application processes that can be running. Not for use by third-party applications. Constant Value: ""android.permission.SET_PROCESS_LIMIT"""
SET_TIME,android.permission.SET_TIME,Unknown,"Allows applications to set the system time directly. Not for use by third-party applications. Constant Value: ""android.permission.SET_TIME"""
SET_TIME_ZONE,android.permission.SET_TIME_ZONE,Unknown,"Allows applications to set the system time zone directly. Not for use by third-party applications. Constant Value: ""android.permission.SET_TIME_ZONE"""
SET_WALLPAPER,android.permission.SET_WALLPAPER,normal,"Allows applications to set the wallpaper. Protection level: normal Constant Value: ""android.permission.SET_WALLPAPER"""
SET_WALLPAPER_HINTS,android.permission.SET_WALLPAPER_HINTS,normal,"Allows applications to set the wallpaper hints. Protection level: normal Constant Value: ""android.permission.SET_WALLPAPER_HINTS"""
SIGNAL_PERSISTENT_PROCESSES,android.permission.SIGNAL_PERSISTENT_PROCESSES,Unknown,"Allow an application to request that a signal be sent to all persistent processes. Not for use by third-party applications. Constant Value: ""android.permission.SIGNAL_PERSISTENT_PROCESSES"""
SMS_FINANCIAL_TRANSACTIONS,android.permission.SMS_FINANCIAL_TRANSACTIONS,signature,"Deprecated in API level 31 This constant was deprecated in API level 31. The API that used this permission is no longer functional. Allows financial apps to read filtered sms messages. Protection level: signature|appop Constant Value: ""android.permission.SMS_FINANCIAL_TRANSACTIONS"""
START_FOREGROUND_SERVICES_FROM_BACKGROUND,android.permission.START_FOREGROUND_SERVICES_FROM_BACKGROUND,Unknown,"Allows an application to start foreground services from the background at any time. This permission is not for use by third-party applications , with the only exception being if the app is the default SMS app. Otherwise, it's only usable by privileged apps, app verifier app, and apps with any of the EMERGENCY or SYSTEM GALLERY roles. Constant Value: ""android.permission.START_FOREGROUND_SERVICES_FROM_BACKGROUND"""
START_VIEW_APP_FEATURES,android.permission.START_VIEW_APP_FEATURES,signature,"Allows the holder to start the screen with a list of app features. Protection level: signature|installer Constant Value: ""android.permission.START_VIEW_APP_FEATURES"""
START_VIEW_PERMISSION_USAGE,android.permission.START_VIEW_PERMISSION_USAGE,signature,"Allows the holder to start the permission usage screen for an app. Protection level: signature|installer Constant Value: ""android.permission.START_VIEW_PERMISSION_USAGE"""
STATUS_BAR,android.permission.STATUS_BAR,Unknown,"Allows an application to open, close, or disable the status bar and its icons. Not for use by third-party applications. Constant Value: ""android.permission.STATUS_BAR"""
SUBSCRIBE_TO_KEYGUARD_LOCKED_STATE,android.permission.SUBSCRIBE_TO_KEYGUARD_LOCKED_STATE,signature,"Allows an application to subscribe to device locked and keyguard locked (i.e., showing) state. Protection level: signature|privileged|module|role Intended for use by ROLE_ASSISTANT, VDM, and signature / privileged apps only. Constant Value: ""android.permission.SUBSCRIBE_TO_KEYGUARD_LOCKED_STATE"""
SYSTEM_ALERT_WINDOW,android.permission.SYSTEM_ALERT_WINDOW,signature,"Allows an app to create windows using the type WindowManager.LayoutParams.TYPE_APPLICATION_OVERLAY , shown on top of all other apps. Very few apps should use this permission; these windows are intended for system-level interaction with the user. Note: If the app targets API level 23 or higher, the app user must explicitly grant this permission to the app through a permission management screen. The app requests the user's approval by sending an intent with action Settings.ACTION_MANAGE_OVERLAY_PERMISSION . The app can check whether it has this authorization by calling Settings.canDrawOverlays() . Protection level: signature|setup|appop|installer|pre23|development Constant Value: ""android.permission.SYSTEM_ALERT_WINDOW"""
TRANSMIT_IR,android.permission.TRANSMIT_IR,normal,"Allows using the device's IR transmitter, if available. Protection level: normal Constant Value: ""android.permission.TRANSMIT_IR"""
TURN_SCREEN_ON,android.permission.TURN_SCREEN_ON,Unknown,"Allows an app to turn on the screen on, e.g. with PowerManager.ACQUIRE_CAUSES_WAKEUP . Intended to only be used by home automation apps. Constant Value: ""android.permission.TURN_SCREEN_ON"""
TV_IMPLICIT_ENTER_PIP,android.permission.TV_IMPLICIT_ENTER_PIP,Unknown,"Allows an app to enter Picture-in-Picture mode when the user is not explicitly requesting it. This includes using ERROR(/PictureInPictureParams.Builder#setAutoEnterEnabled) as well as lifecycle methods such as ERROR(/Activity#onUserLeaveHint) and ERROR(/Activity#onPause) to enter PiP when the user leaves the app. This permission should only be used for certain PiP usage types . Constant Value: ""android.permission.TV_IMPLICIT_ENTER_PIP"""
UNINSTALL_SHORTCUT,android.permission.UNINSTALL_SHORTCUT,Unknown,"Don't use this permission in your app. This permission is no longer supported. Constant Value: ""com.android.launcher.permission.UNINSTALL_SHORTCUT"""
UPDATE_DEVICE_STATS,android.permission.UPDATE_DEVICE_STATS,Unknown,"Allows an application to update device statistics. Not for use by third-party applications. Constant Value: ""android.permission.UPDATE_DEVICE_STATS"""
UPDATE_PACKAGES_WITHOUT_USER_ACTION,android.permission.UPDATE_PACKAGES_WITHOUT_USER_ACTION,normal,"Allows an application to indicate via PackageInstaller.SessionParams.setRequireUserAction(int) that user action should not be required for an app update. Protection level: normal Constant Value: ""android.permission.UPDATE_PACKAGES_WITHOUT_USER_ACTION"""
USE_BIOMETRIC,android.permission.USE_BIOMETRIC,normal,"Allows an app to use device supported biometric modalities. Protection level: normal Constant Value: ""android.permission.USE_BIOMETRIC"""
USE_EXACT_ALARM,android.permission.USE_EXACT_ALARM,Unknown,"Allows apps to use exact alarms just like with SCHEDULE_EXACT_ALARM but without needing to request this permission from the user. This is only intended for use by apps that rely on exact alarms for their core functionality. You should continue using SCHEDULE_EXACT_ALARM if your app needs exact alarms for a secondary feature that users may or may not use within your app. Keep in mind that this is a powerful permission and app stores may enforce policies to audit and review the use of this permission. Such audits may involve removal from the app store if the app is found to be misusing this permission. Apps need to target API Build.VERSION_CODES.TIRAMISU or above to be able to request this permission. Note that only one of USE_EXACT_ALARM or SCHEDULE_EXACT_ALARM should be requested on a device. If your app is already using SCHEDULE_EXACT_ALARM on older SDKs but needs USE_EXACT_ALARM on SDK 33 and above, then SCHEDULE_EXACT_ALARM should be declared with a max-sdk attribute, like: <uses-permission android:name=""android.permission.SCHEDULE_EXACT_ALARM"" android:maxSdkVersion=""32"" /> Apps that hold this permission, always stay in the WORKING_SET or lower standby bucket. Constant Value: ""android.permission.USE_EXACT_ALARM"""
USE_FINGERPRINT,android.permission.USE_FINGERPRINT,normal,"Deprecated in API level 28 This constant was deprecated in API level 28. Applications should request USE_BIOMETRIC instead Allows an app to use fingerprint hardware. Protection level: normal Constant Value: ""android.permission.USE_FINGERPRINT"""
USE_FULL_SCREEN_INTENT,android.permission.USE_FULL_SCREEN_INTENT,normal,"Required for apps targeting Build.VERSION_CODES.Q that want to use notification full screen intents . Protection level: normal Constant Value: ""android.permission.USE_FULL_SCREEN_INTENT"""
USE_ICC_AUTH_WITH_DEVICE_IDENTIFIER,android.permission.USE_ICC_AUTH_WITH_DEVICE_IDENTIFIER,signature,"Allows to read device identifiers and use ICC based authentication like EAP-AKA. Often required in authentication to access the carrier's server and manage services of the subscriber. Protection level: signature|appop Constant Value: ""android.permission.USE_ICC_AUTH_WITH_DEVICE_IDENTIFIER"""
USE_SIP,android.permission.USE_SIP,dangerous,"Allows an application to use SIP service. Protection level: dangerous Constant Value: ""android.permission.USE_SIP"""
UWB_RANGING,android.permission.UWB_RANGING,dangerous,"Required to be able to range to devices using ultra-wideband. Protection level: dangerous Constant Value: ""android.permission.UWB_RANGING"""
WAKE_LOCK,android.permission.WAKE_LOCK,normal,"Allows using PowerManager WakeLocks to keep processor from sleeping or screen from dimming. Protection level: normal Constant Value: ""android.permission.WAKE_LOCK"""
WRITE_APN_SETTINGS,android.permission.WRITE_APN_SETTINGS,Unknown,"Allows applications to write the apn settings and read sensitive fields of an existing apn settings like user and password. Not for use by third-party applications. Constant Value: ""android.permission.WRITE_APN_SETTINGS"""
WRITE_CALENDAR,android.permission.WRITE_CALENDAR,dangerous,"Allows an application to write the user's calendar data. Protection level: dangerous Constant Value: ""android.permission.WRITE_CALENDAR"""
WRITE_CALL_LOG,android.permission.WRITE_CALL_LOG,dangerous,"Allows an application to write and read the user's call log data. Note: If your app uses the WRITE_CONTACTS permission and both your minSdkVersion and targetSdkVersion values are set to 15 or lower, the system implicitly grants your app this permission. If you don't need this permission, be sure your targetSdkVersion is 16 or higher. Protection level: dangerous This is a hard restricted permission which cannot be held by an app until the installer on record allowlists the permission. For more details see PackageInstaller.SessionParams.setWhitelistedRestrictedPermissions(Set) . Constant Value: ""android.permission.WRITE_CALL_LOG"""
WRITE_CONTACTS,android.permission.WRITE_CONTACTS,dangerous,"Allows an application to write the user's contacts data. Protection level: dangerous Constant Value: ""android.permission.WRITE_CONTACTS"""
WRITE_EXTERNAL_STORAGE,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,"Allows an application to write to external storage. Note: If your app targets Build.VERSION_CODES.R or higher, this permission has no effect. If your app is on a device that runs API level 19 or higher, you don't need to declare this permission to read and write files in your application-specific directories returned by Context.getExternalFilesDir(String) and Context.getExternalCacheDir() . Learn more about how to modify media files that your app doesn't own, and how to modify non-media files that your app doesn't own. If your app is a file manager and needs broad access to external storage files, then the system must place your app on an allowlist so that you can successfully request the MANAGE_EXTERNAL_STORAGE permission. Learn more about the appropriate use cases for minSdkVersion and targetSdkVersion values are set to 3 or lower, the system implicitly grants your app this permission. If you don't need this permission, be sure your targetSdkVersion is 4 or higher. Protection level: dangerous Constant Value: ""android.permission.WRITE_EXTERNAL_STORAGE"""
WRITE_GSERVICES,android.permission.WRITE_GSERVICES,Unknown,"Allows an application to modify the Google service map. Not for use by third-party applications. Constant Value: ""android.permission.WRITE_GSERVICES"""
WRITE_SECURE_SETTINGS,android.permission.WRITE_SECURE_SETTINGS,Unknown,"Allows an application to read or write the secure system settings. Not for use by third-party applications. Constant Value: ""android.permission.WRITE_SECURE_SETTINGS"""
WRITE_SETTINGS,android.permission.WRITE_SETTINGS,signature,"Allows an application to read or write the system settings. Note: If the app targets API level 23 or higher, the app user must explicitly grant this permission to the app through a permission management screen. The app requests the user's approval by sending an intent with action Settings.ACTION_MANAGE_WRITE_SETTINGS . The app can check whether it has this authorization by calling Settings.System.canWrite() . Protection level: signature|preinstalled|appop|pre23 Constant Value: ""android.permission.WRITE_SETTINGS"""
WRITE_SYNC_SETTINGS,android.permission.WRITE_SYNC_SETTINGS,normal,"Allows applications to write the sync settings. Protection level: normal Constant Value: ""android.permission.WRITE_SYNC_SETTINGS"""
WRITE_SYSTEM_PREFERENCES,android.permission.WRITE_SYSTEM_PREFERENCES,signature,"Allows an application to access the Settings Preference services to write settings values exposed by the system Settings app and system apps that contribute settings surfaced in the Settings app. This allows the calling application to write settings values through the host application, agnostic of underlying storage. Protection Level: signature|privileged|appop Constant Value: ""android.permission.WRITE_SYSTEM_PREFERENCES"""
WRITE_VOICEMAIL,android.permission.WRITE_VOICEMAIL,signature,"Allows an application to modify and remove existing voicemails in the system. Protection level: signature|privileged|role Constant Value: ""com.android.voicemail.permission.WRITE_VOICEMAIL"""
