App Name,Total Score,Installs,Review Matches TR,Review Matches EN,Desc Matches,Package Name,,Score,URL
Dark War Survival,2,10000000,,,"UTM, birlik",com.readygo.dark.gp,,4.4266796,https://play.google.com/store/apps/details?id=com.readygo.dark.gp&hl=tr&gl=tr
Lands of Jail,2,5000000,,,UTM,com.justgame.jails,,4.4011517,https://play.google.com/store/apps/details?id=com.justgame.jails&hl=tr&gl=tr
Air Clinic Operasyon Modülü,2,1000,,,,com.acom.app,,3.6153846,https://play.google.com/store/apps/details?id=com.acom.app&hl=tr&gl=tr
Myanmar Offline Map,2,100000,,,,net.gamiya.myanmar.offline.navigation,,0,https://play.google.com/store/apps/details?id=net.gamiya.myanmar.offline.navigation&hl=tr&gl=tr
Wavve Boating: Marine Boat GPS,2,100000,,,"UTM, birlik",com.wavve.boating.gps,,,https://play.google.com/store/apps/details?id=com.wavve.boating.gps&hl=tr&gl=tr
PlatoonShipper,2,100,,,,it.platoon.shipper,,,https://play.google.com/store/apps/details?id=it.platoon.shipper&hl=tr&gl=tr
Toon Platoon,2,1000,,,,com.tolik.ToonPlatoon,,,https://play.google.com/store/apps/details?id=com.tolik.ToonPlatoon&hl=tr&gl=tr
PlatoonCarrier,2,100,,,,it.platoon.carrier,,,https://play.google.com/store/apps/details?id=it.platoon.carrier&hl=tr&gl=tr
WayPoints,2,10,,,,com.closeenv.waypoints,,,https://play.google.com/store/apps/details?id=com.closeenv.waypoints&hl=tr&gl=tr
Waypoint School,2,10,,,,in.waypoint.school,,,https://play.google.com/store/apps/details?id=in.waypoint.school&hl=tr&gl=tr
Platoon,2,100,,,,it.PraiseTheSoftware.Platoon,,,https://play.google.com/store/apps/details?id=it.PraiseTheSoftware.Platoon&hl=tr&gl=tr
Birlik HaberSen Dijital Kimlik,2,500,,,,com.birlikhabersen.dijitalkimlik,,0,https://play.google.com/store/apps/details?id=com.birlikhabersen.dijitalkimlik&hl=tr&gl=tr
Birlik Ticaret,2,100,,,,tr.com.akinsoft.bursabirlikticaret,,0,https://play.google.com/store/apps/details?id=tr.com.akinsoft.bursabirlikticaret&hl=tr&gl=tr
Tower War - Tactical Conquest,2,50000000,,,,games.vaveda.militaryoverturn,,4.1053987,https://play.google.com/store/apps/details?id=games.vaveda.militaryoverturn&hl=tr&gl=tr
"Rad Golf, Rangefinder Golf GPS",2,1000,,,,com.radgolf,,,https://play.google.com/store/apps/details?id=com.radgolf&hl=tr&gl=tr
Mission App,2,1000,,,,se.webbtrim.missionapp,,,https://play.google.com/store/apps/details?id=se.webbtrim.missionapp&hl=tr&gl=tr
Mission Control Board,2,100,,,,com.mcdi.mcbv2.mcdi,,,https://play.google.com/store/apps/details?id=com.mcdi.mcbv2.mcdi&hl=tr&gl=tr
Mission Control,2,500,,,,com.missioncontrol.timeplanning,,,https://play.google.com/store/apps/details?id=com.missioncontrol.timeplanning&hl=tr&gl=tr
My Mission Rewards,2,100,,,,app.southeasternconveniencesites,,,https://play.google.com/store/apps/details?id=app.southeasternconveniencesites&hl=tr&gl=tr
Room Escape: Secret Mission,2,100000,,,,air.com.hfg.secret.mission.zombie.room.escape.door.level.interesting.adventure.mystery,,4.418182,https://play.google.com/store/apps/details?id=air.com.hfg.secret.mission.zombie.room.escape.door.level.interesting.adventure.mystery&hl=tr&gl=tr
Mission Church,2,100,,,,com.subsplashconsulting.s_FTJSXC,,,https://play.google.com/store/apps/details?id=com.subsplashconsulting.s_FTJSXC&hl=tr&gl=tr
Pro Archery Ballistics,2,1000,,,,com.proarcheryballistics.www.proarcheryballistics,,,https://play.google.com/store/apps/details?id=com.proarcheryballistics.www.proarcheryballistics&hl=tr&gl=tr
Modern Military Shooting War,2,100000,,,"UTM, operasyon",com.SnF.ArmyShooting,,3.5641026,https://play.google.com/store/apps/details?id=com.SnF.ArmyShooting&hl=tr&gl=tr
NATO Phonetic Alphabet,2,10000,,,,com.appfrancois.PhoneticAlphabet,,,https://play.google.com/store/apps/details?id=com.appfrancois.PhoneticAlphabet&hl=tr&gl=tr
Phonetic Alphabet,2,100,,,,guru.crispr.phoneticalphabet,,,https://play.google.com/store/apps/details?id=guru.crispr.phoneticalphabet&hl=tr&gl=tr
Medela Family - Breast Feeding,2,500000,,,"UTM, birlik",com.medela.mymedela.live,,5,https://play.google.com/store/apps/details?id=com.medela.mymedela.live&hl=tr&gl=tr
SafetyCulture (iAuditor),2,1000000,,,operasyon,com.safetyculture.iauditor,,4.6181817,https://play.google.com/store/apps/details?id=com.safetyculture.iauditor&hl=tr&gl=tr
PUMA | Clothes & Shoes App,2,5000000,,,birlik,com.puma.ecom.app,,,https://play.google.com/store/apps/details?id=com.puma.ecom.app&hl=tr&gl=tr
Range Buddy,2,100000,,,"UTM, birlik",com.reloaderscloud.rangebuddy,,0,https://play.google.com/store/apps/details?id=com.reloaderscloud.rangebuddy&hl=tr&gl=tr
Deployment Pay Tracker,2,10,,,,com.wnapp.id1762249509881,,,https://play.google.com/store/apps/details?id=com.wnapp.id1762249509881&hl=tr&gl=tr
HWM Deployment App,2,1000,,,,com.hwm_global.geoinstaller,,,https://play.google.com/store/apps/details?id=com.hwm_global.geoinstaller&hl=tr&gl=tr
NATO phonetic alphabet,2,100,,,,com.mycompany.natophoneticalphabet,,,https://play.google.com/store/apps/details?id=com.mycompany.natophoneticalphabet&hl=tr&gl=tr
EXIF Image & Video Date Fixer,2,100000,,,"birlik, KOORDINAT",eu.duong.imagedatefixer,,4.6410255,https://play.google.com/store/apps/details?id=eu.duong.imagedatefixer&hl=tr&gl=tr
AppMgr Pro III (App 2 SD),2,100000,,,"birlik, mission",com.a0soft.gphone.app2sd.pro,,4.590909,https://play.google.com/store/apps/details?id=com.a0soft.gphone.app2sd.pro&hl=tr&gl=tr
Learn phonetic alphabet,2,1,,,,com.prit.natophoneticalphabet,,,https://play.google.com/store/apps/details?id=com.prit.natophoneticalphabet&hl=tr&gl=tr
Zeroing,2,10,,,,com.ugochirico.zero,,,https://play.google.com/store/apps/details?id=com.ugochirico.zero&hl=tr&gl=tr
Operation,2,1000,,,"birlik, operasyon",com.playdatedigital.operation,,,https://play.google.com/store/apps/details?id=com.playdatedigital.operation&hl=tr&gl=tr
MYiNNERME: Kids/Teen self-care,2,5000,,,birlik,com.myinnerme.app,,,https://play.google.com/store/apps/details?id=com.myinnerme.app&hl=tr&gl=tr
Dallmeier SeMSy Mobile Client,2,500,,,birlik,com.dallmeier.semsymobileclient,,,https://play.google.com/store/apps/details?id=com.dallmeier.semsymobileclient&hl=tr&gl=tr
Days To | Countdown,2,1000000,,,"UTM, birlik",com.develhoping.days_to,,4.68,https://play.google.com/store/apps/details?id=com.develhoping.days_to&hl=tr&gl=tr
Countdown to Anything,2,500000,,,UTM,com.jupli.countdowntoanything,,3.75,https://play.google.com/store/apps/details?id=com.jupli.countdowntoanything&hl=tr&gl=tr
Speak NATO: phonetic alphabets,2,5000,,,,ua.rv.sashko.speaknato,,,https://play.google.com/store/apps/details?id=ua.rv.sashko.speaknato&hl=tr&gl=tr
NATO Phonetic Alphabet,2,1000,,,,com.pulaksarker.phoneticalphabet,,,https://play.google.com/store/apps/details?id=com.pulaksarker.phoneticalphabet&hl=tr&gl=tr
Airborne Ciws Defender,2,10000,,,operasyon,com.alvadigames.ciws,,0,https://play.google.com/store/apps/details?id=com.alvadigames.ciws&hl=tr&gl=tr
The Mission - La Misión,2,100,,,,com.subsplashconsulting.s_RZ6XH9,,,https://play.google.com/store/apps/details?id=com.subsplashconsulting.s_RZ6XH9&hl=tr&gl=tr
Buzz: Push To Talk (PTT),2,50000,,,,com.tellotechnologies.buzz,,,https://play.google.com/store/apps/details?id=com.tellotechnologies.buzz&hl=tr&gl=tr
Space Squad Survival,2,10000,,,,com.rebeltwins.spacesquadsurvival,,3.8888888,https://play.google.com/store/apps/details?id=com.rebeltwins.spacesquadsurvival&hl=tr&gl=tr
Coordinate Converter,2,10000,,,KOORDINAT,net.blackdevelopers.coordinateconverter,,,https://play.google.com/store/apps/details?id=net.blackdevelopers.coordinateconverter&hl=tr&gl=tr
"IndusInd Bank: Savings A/C, FD",2,10000000,,,"UTM, birlik",com.indusind.indie,,4.428571,https://play.google.com/store/apps/details?id=com.indusind.indie&hl=tr&gl=tr
War Eternal-Divine Battlefield,2,5000000,,,,com.and.wareternal,,4.3615384,https://play.google.com/store/apps/details?id=com.and.wareternal&hl=tr&gl=tr
Starfront:Mobile Battlefield,2,50000,,,,com.tweleve.warfareshootgame,,0,https://play.google.com/store/apps/details?id=com.tweleve.warfareshootgame&hl=tr&gl=tr
Vikings: War of Clans PvP,2,10000000,,,birlik,com.plarium.vikings,,4.402855,https://play.google.com/store/apps/details?id=com.plarium.vikings&hl=tr&gl=tr
"The Old Barracks, Cahersiveen",2,100,,,,com.waymigo.cahersiveen,,,https://play.google.com/store/apps/details?id=com.waymigo.cahersiveen&hl=tr&gl=tr
Military Special Force Fitness,2,50000,,,"UTM, askeri personel",com.fitivity.military_special_forces,,0,https://play.google.com/store/apps/details?id=com.fitivity.military_special_forces&hl=tr&gl=tr
UTM MOVIL,2,10000,,,,app.utm.movil,,,https://play.google.com/store/apps/details?id=app.utm.movil&hl=tr&gl=tr
30 Rounds Military Fitness,2,100,,,,com.ashbourneapp.gooutdoorsfitness,,,https://play.google.com/store/apps/details?id=com.ashbourneapp.gooutdoorsfitness&hl=tr&gl=tr
Commando Fitify : Home Workout,2,50000,,,birlik,com.yatn.commando_fitness,,,https://play.google.com/store/apps/details?id=com.yatn.commando_fitness&hl=tr&gl=tr
Military and Army Workouts,2,10000,,,UTM,eu.fitric.army,,,https://play.google.com/store/apps/details?id=eu.fitric.army&hl=tr&gl=tr
Army Fitness Ec,2,500,,,,com.proyecto.armyfitnessec,,,https://play.google.com/store/apps/details?id=com.proyecto.armyfitnessec&hl=tr&gl=tr
R1S Ranger,2,500,,,,com.bah.r1s.hubapp,,,https://play.google.com/store/apps/details?id=com.bah.r1s.hubapp&hl=tr&gl=tr
"Offline Maps, GPS, Speedometer",2,10000000,,,,com.radarapp.trip.speedometer,,3.79,https://play.google.com/store/apps/details?id=com.radarapp.trip.speedometer&hl=tr&gl=tr
fieldd,2,5000,,,birlik,com.refreshbookings.staff,,,https://play.google.com/store/apps/details?id=com.refreshbookings.staff&hl=tr&gl=tr
Waypoint Compass,2,500,,,,com.filspire.compass,,,https://play.google.com/store/apps/details?id=com.filspire.compass&hl=tr&gl=tr
Stone Squad,2,5000,,,,com.blingame.gemslayers,,0,https://play.google.com/store/apps/details?id=com.blingame.gemslayers&hl=tr&gl=tr
Field,2,1000,,,operasyon,com.lenafieldrn,,4.375,https://play.google.com/store/apps/details?id=com.lenafieldrn&hl=tr&gl=tr
NBC Sports Philadelphia,1,50000,,,UTM,com.nbcuni.rsn.philadelphia,,,https://play.google.com/store/apps/details?id=com.nbcuni.rsn.philadelphia&hl=tr&gl=tr
PFF: Football Data & Insights,1,5000,,,UTM,com.consumernative,,,https://play.google.com/store/apps/details?id=com.consumernative&hl=tr&gl=tr
Duolingo: Language Lessons,1,500000000,,,birlik,com.duolingo,,4.761934,https://play.google.com/store/apps/details?id=com.duolingo&hl=tr&gl=tr
Google Meet,1,10000000000,,,birlik,com.google.android.apps.tachyon,,4.414177,https://play.google.com/store/apps/details?id=com.google.android.apps.tachyon&hl=tr&gl=tr
Radarbot Speed Camera Detector,1,50000000,,,birlik,com.vialsoft.radarbot_free,,4.4186788,https://play.google.com/store/apps/details?id=com.vialsoft.radarbot_free&hl=tr&gl=tr
Avatar World ®,1,100000000,,,birlik,com.pazugames.avatarworld,,4.6147714,https://play.google.com/store/apps/details?id=com.pazugames.avatarworld&hl=tr&gl=tr
Zero Network,1,5000,,,birlik,com.x0network.zero,,0,https://play.google.com/store/apps/details?id=com.x0network.zero&hl=tr&gl=tr
Tile Match puzzle - Tiletopia,1,5000000,,,UTM,in.playsimple.triple.tile.matchgame.pair.three.puzzle.object.royale,,4.8625956,https://play.google.com/store/apps/details?id=in.playsimple.triple.tile.matchgame.pair.three.puzzle.object.royale&hl=tr&gl=tr
Calculator Master - All in One,1,10000,,,UTM,calculator.master.plus,,0,https://play.google.com/store/apps/details?id=calculator.master.plus&hl=tr&gl=tr
"Red Green Analysis, 7-Shapes®",1,1000,,,ISR,com.sevenshapes.rgapp,,,https://play.google.com/store/apps/details?id=com.sevenshapes.rgapp&hl=tr&gl=tr
LaserHIT,1,100000,,,UTM,com.laserhit.laserhit,,0,https://play.google.com/store/apps/details?id=com.laserhit.laserhit&hl=tr&gl=tr
Blink Home Monitor,1,10000000,,,birlik,com.immediasemi.android.blink,,3.744681,https://play.google.com/store/apps/details?id=com.immediasemi.android.blink&hl=tr&gl=tr
Self Therapy: Mental Tests,1,100000,,,UTM,com.tanosapps.meditanos,,4.09,https://play.google.com/store/apps/details?id=com.tanosapps.meditanos&hl=tr&gl=tr
Technique Fitness,1,100000,,,birlik,com.app.technique_fitness.technique_fitness,,4,https://play.google.com/store/apps/details?id=com.app.technique_fitness.technique_fitness&hl=tr&gl=tr
Todoist: To Do List & Calendar,1,10000000,,,UTM,com.todoist,,4.497992,https://play.google.com/store/apps/details?id=com.todoist&hl=tr&gl=tr
healow,1,10000000,,,UTM,com.ecw.healow,,,https://play.google.com/store/apps/details?id=com.ecw.healow&hl=tr&gl=tr
Fight Zone Pro,1,100,,,UTM,com.fightzoneteam,,,https://play.google.com/store/apps/details?id=com.fightzoneteam&hl=tr&gl=tr
Quiver: Ethical Non-Monogamy,1,50000,,,birlik,com.seachangedigital.quiverus,,,https://play.google.com/store/apps/details?id=com.seachangedigital.quiverus&hl=tr&gl=tr
Aether Gazer,1,1000000,,,birlik,com.YoStar.AetherGazer,,3.58,https://play.google.com/store/apps/details?id=com.YoStar.AetherGazer&hl=tr&gl=tr
Sondago : Make friends,1,100000,,,birlik,com.sondago.sondago,,0,https://play.google.com/store/apps/details?id=com.sondago.sondago&hl=tr&gl=tr
Flags Quiz - Guess The Flag,1,5000000,,,UTM,com.flags.quiz.trivia,,4.52,https://play.google.com/store/apps/details?id=com.flags.quiz.trivia&hl=tr&gl=tr
Oditly,1,1000,,,operasyon,io.oditly.audit.inspection,,,https://play.google.com/store/apps/details?id=io.oditly.audit.inspection&hl=tr&gl=tr
Fitself - Fitness & Fasting,1,500000,,,UTM,com.comet.fitself.android,,4.41,https://play.google.com/store/apps/details?id=com.comet.fitself.android&hl=tr&gl=tr
Golf Pad: Golf GPS & Scorecard,1,5000000,,,UTM,com.contorra.golfpad,,3.0714285,https://play.google.com/store/apps/details?id=com.contorra.golfpad&hl=tr&gl=tr
7-Eleven: Rewards & Shopping,1,10000000,,,UTM,com.sei.android,,,https://play.google.com/store/apps/details?id=com.sei.android&hl=tr&gl=tr
Baby Panda's School Bus,1,100000000,,,devriye,com.sinyee.babybus.taxi,,4.4772344,https://play.google.com/store/apps/details?id=com.sinyee.babybus.taxi&hl=tr&gl=tr
All Devices Detector finder,1,1000000,,,atak,com.monystudio.detectorhiddendevices,,4.25,https://play.google.com/store/apps/details?id=com.monystudio.detectorhiddendevices&hl=tr&gl=tr
BFF Test - Quiz For Friends,1,100000,,,birlik,com.bfftest.quizforfriends,,2.6153846,https://play.google.com/store/apps/details?id=com.bfftest.quizforfriends&hl=tr&gl=tr
Half Marathon Trainer 13.1 21K,1,50000,,,birlik,com.c13_1forpink2,,0,https://play.google.com/store/apps/details?id=com.c13_1forpink2&hl=tr&gl=tr
Pocket Prep Fitness 2026,1,10000,,,UTM,com.pocketprep.android.fitness,,0,https://play.google.com/store/apps/details?id=com.pocketprep.android.fitness&hl=tr&gl=tr
Paramedic Review Plus™,1,5000,,,operasyon,com.accella.paramedicreview,,,https://play.google.com/store/apps/details?id=com.accella.paramedicreview&hl=tr&gl=tr
Go-Tez,1,10,,,operasyon,com.zerolifestyle.gotez,,,https://play.google.com/store/apps/details?id=com.zerolifestyle.gotez&hl=tr&gl=tr
Overstock,1,50000,,,atak,co.tapcart.app.id_CeeweiHh1L,,,https://play.google.com/store/apps/details?id=co.tapcart.app.id_CeeweiHh1L&hl=tr&gl=tr
Rooms To Go,1,1000000,,,atak,com.roomstogo.dealstogo,,,https://play.google.com/store/apps/details?id=com.roomstogo.dealstogo&hl=tr&gl=tr
LC-Ready,1,10000,,,birlik,com.limmercreative.lcready,,,https://play.google.com/store/apps/details?id=com.limmercreative.lcready&hl=tr&gl=tr
Inception Mobile,1,500,,,operasyon,com.rossvideo.inception,,,https://play.google.com/store/apps/details?id=com.rossvideo.inception&hl=tr&gl=tr
Enrollink,1,5000,,,birlik,com.stopllc.offendermobile,,,https://play.google.com/store/apps/details?id=com.stopllc.offendermobile&hl=tr&gl=tr
InfraLync,1,10,,,operasyon,com.ennovatech.infralync,,,https://play.google.com/store/apps/details?id=com.ennovatech.infralync&hl=tr&gl=tr
Adobe Acrobat Reader: Edit PDF,1,500000000,,,birlik,com.adobe.reader,,4.3516235,https://play.google.com/store/apps/details?id=com.adobe.reader&hl=tr&gl=tr
Waapi - HCM Senior,1,1000000,,,birlik,br.com.senior.employee,,,https://play.google.com/store/apps/details?id=br.com.senior.employee&hl=tr&gl=tr
The President: 20th Century 1,1,1000000,,,operasyon,com.oxiwyle.alternativehistory20tgcentury,,4.25,https://play.google.com/store/apps/details?id=com.oxiwyle.alternativehistory20tgcentury&hl=tr&gl=tr
Calculadora de Impuestos,1,10000,,,ISR,com.mozama.impuestos,,,https://play.google.com/store/apps/details?id=com.mozama.impuestos&hl=tr&gl=tr
INSIZE.DMS,1,500,,,ISR,com.zhipinshe.insize,,,https://play.google.com/store/apps/details?id=com.zhipinshe.insize&hl=tr&gl=tr
Provision Lock,1,1000,,,ISR,com.provision.lock,,,https://play.google.com/store/apps/details?id=com.provision.lock&hl=tr&gl=tr
ULT College Football Coach,1,10000,,,KOORDINAT,com.gmz2rk.ucfc,,,https://play.google.com/store/apps/details?id=com.gmz2rk.ucfc&hl=tr&gl=tr
Closet Design App,1,5000,,,atak,com.futureplan.wardrobedesigner,,0,https://play.google.com/store/apps/details?id=com.futureplan.wardrobedesigner&hl=tr&gl=tr
MATTR GO Hold,1,1000,,,birlik,global.mattr.wallet,,,https://play.google.com/store/apps/details?id=global.mattr.wallet&hl=tr&gl=tr
FloSports: Watch Live Sports,1,1000000,,,combat,tv.flosports,,0,https://play.google.com/store/apps/details?id=tv.flosports&hl=tr&gl=tr
Minly,1,100000,,,birlik,com.minly.users,,0,https://play.google.com/store/apps/details?id=com.minly.users&hl=tr&gl=tr
emmii : menopause management,1,100,,,birlik,app.bettrhealth.meno,,,https://play.google.com/store/apps/details?id=app.bettrhealth.meno&hl=tr&gl=tr
SimplifyEm,1,500,,,operasyon,com.simplifyem.apps.pms,,,https://play.google.com/store/apps/details?id=com.simplifyem.apps.pms&hl=tr&gl=tr
OneLine：EXIF Frame & Watermark,1,50000,,,UTM,com.chuan.yihang,,4.3333335,https://play.google.com/store/apps/details?id=com.chuan.yihang&hl=tr&gl=tr
Spades: Classic Card Game 2025,1,100000,,,birlik,com.yy.spades.solitaire,,0,https://play.google.com/store/apps/details?id=com.yy.spades.solitaire&hl=tr&gl=tr
WSOP Poker: Texas Holdem Game,1,50000000,,,birlik,com.playtika.wsop.gp,,4.011161,https://play.google.com/store/apps/details?id=com.playtika.wsop.gp&hl=tr&gl=tr
MindMeister - Mind Mapping,1,1000000,,,birlik,com.meisterlabs.mindmeister,,4.38,https://play.google.com/store/apps/details?id=com.meisterlabs.mindmeister&hl=tr&gl=tr
GoCarma,1,10000,,,UTM,com.gocarma.tolling,,,https://play.google.com/store/apps/details?id=com.gocarma.tolling&hl=tr&gl=tr
Pregnancy Test App Quiz,1,1000000,,,birlik,com.pregnancytest.app,,2.9411764,https://play.google.com/store/apps/details?id=com.pregnancytest.app&hl=tr&gl=tr
Table Tailor: Seating Planner,1,50000,,,birlik,toptable.matthewalner.com,,,https://play.google.com/store/apps/details?id=toptable.matthewalner.com&hl=tr&gl=tr
MATTR GO Verify,1,100,,,birlik,global.mattr.mobile.verifier,,,https://play.google.com/store/apps/details?id=global.mattr.mobile.verifier&hl=tr&gl=tr
Goods Sorting Game,1,500000,,,atak,com.veraxen.goodssort,,4.6666665,https://play.google.com/store/apps/details?id=com.veraxen.goodssort&hl=tr&gl=tr
File Manager,1,1000000000,,,birlik,com.mi.android.globalFileexplorer,,4.5628753,https://play.google.com/store/apps/details?id=com.mi.android.globalFileexplorer&hl=tr&gl=tr
NPTE PT & PTA Exam Prep 2026,1,5000,,,birlik,com.keepprep.npte,,,https://play.google.com/store/apps/details?id=com.keepprep.npte&hl=tr&gl=tr
BFT Performance,1,50000,,,birlik,com.bodyfittraining.app,,,https://play.google.com/store/apps/details?id=com.bodyfittraining.app&hl=tr&gl=tr
Fitness Personal Trainer Adapt,1,1000,,,UTM,com.adapt.app,,,https://play.google.com/store/apps/details?id=com.adapt.app&hl=tr&gl=tr
IQ & brain test: Triviascapes,1,10000000,,,UTM,com.mnogogames.triviascapes,,4.680887,https://play.google.com/store/apps/details?id=com.mnogogames.triviascapes&hl=tr&gl=tr
Heart Rate Monitor - HeartIn,1,5000000,,,birlik,com.visionwizard.pulse,,4.63,https://play.google.com/store/apps/details?id=com.visionwizard.pulse&hl=tr&gl=tr
Macro For Sensitivity,1,1000000,,,UTM,gg.manuelita.freemacro,,4.714286,https://play.google.com/store/apps/details?id=gg.manuelita.freemacro&hl=tr&gl=tr
JEFIT Gym Workout Tracker,1,5000000,,,UTM,je.fit,,4.43,https://play.google.com/store/apps/details?id=je.fit&hl=tr&gl=tr
Lose Weight App for Women,1,100000000,,,atak,loseweightapp.loseweightappforwomen.womenworkoutathome,,4.90357,https://play.google.com/store/apps/details?id=loseweightapp.loseweightappforwomen.womenworkoutathome&hl=tr&gl=tr
BetterMe: Health Coaching,1,10000000,,,UTM,com.gen.workoutme,,4.1879673,https://play.google.com/store/apps/details?id=com.gen.workoutme&hl=tr&gl=tr
Planet Fitness,1,10000000,,,birlik,com.planetfitness,,,https://play.google.com/store/apps/details?id=com.planetfitness&hl=tr&gl=tr
Map My Fitness Workout Tracker,1,1000000,,,birlik,com.mapmyfitness.android2,,3.8793104,https://play.google.com/store/apps/details?id=com.mapmyfitness.android2&hl=tr&gl=tr
ASICS Runkeeper - Run Tracker,1,10000000,,,birlik,com.fitnesskeeper.runkeeper.pro,,4.75,https://play.google.com/store/apps/details?id=com.fitnesskeeper.runkeeper.pro&hl=tr&gl=tr
AFFit Kettlebell Workouts,1,1000,,,birlik,com.justfit.ymove.affitlife,,,https://play.google.com/store/apps/details?id=com.justfit.ymove.affitlife&hl=tr&gl=tr
fieldmargin: manage your farm,1,100000,,,UTM,com.fieldmargin,,,https://play.google.com/store/apps/details?id=com.fieldmargin&hl=tr&gl=tr
FieldServicely App,1,500,,,operasyon,com.fieldservicely.fieldservice.app,,,https://play.google.com/store/apps/details?id=com.fieldservicely.fieldservice.app&hl=tr&gl=tr
The Parachute Drop,1,1000,,,UTM,com.warstar441.parachutedrop,,,https://play.google.com/store/apps/details?id=com.warstar441.parachutedrop&hl=tr&gl=tr
PASS PCCN!,1,1000,,,ISR,com.medpresso.testzapp.passpccn,,,https://play.google.com/store/apps/details?id=com.medpresso.testzapp.passpccn&hl=tr&gl=tr
Military Equipment Guide MEGA,1,1000,,,askeri personel,be.mega.battletank,,,https://play.google.com/store/apps/details?id=be.mega.battletank&hl=tr&gl=tr
TCRN Exam Prep 2026,1,5000,,,birlik,com.keepprep.tcrn,,,https://play.google.com/store/apps/details?id=com.keepprep.tcrn&hl=tr&gl=tr
Black Military 3,1,1000,,,UTM,com.watchfacestudio.blackMilitary3,,0,https://play.google.com/store/apps/details?id=com.watchfacestudio.blackMilitary3&hl=tr&gl=tr
Train Like the Military,1,10000,,,tatbikat,com.stefanroobol.army,,,https://play.google.com/store/apps/details?id=com.stefanroobol.army&hl=tr&gl=tr
Military Style Fitness Workout,1,500000,,,birlik,com.samantharoobol.military,,3.7272727,https://play.google.com/store/apps/details?id=com.samantharoobol.military&hl=tr&gl=tr
Wrong Answers Only,1,100000,,,UTM,com.laughagainsthumanity,,4.2,https://play.google.com/store/apps/details?id=com.laughagainsthumanity&hl=tr&gl=tr
MapleStory M - Fantasy MMORPG,1,5000000,,,birlik,com.nexon.maplem.global,,3.99,https://play.google.com/store/apps/details?id=com.nexon.maplem.global&hl=tr&gl=tr
Moe’s Southwest Grill,1,1000000,,,UTM,com.punchh.moes,,,https://play.google.com/store/apps/details?id=com.punchh.moes&hl=tr&gl=tr
PointClickCare Companion,1,10000,,,UTM,com.pointclickcare.ceandroid,,,https://play.google.com/store/apps/details?id=com.pointclickcare.ceandroid&hl=tr&gl=tr
CTP,1,1000,,,birlik,it.appmynet.ceccatotormen,,,https://play.google.com/store/apps/details?id=it.appmynet.ceccatotormen&hl=tr&gl=tr
iOkay - Personal Safety,1,50000,,,birlik,imok.app.com.imok,,,https://play.google.com/store/apps/details?id=imok.app.com.imok&hl=tr&gl=tr
Nykaa Fashion – Shopping App,1,50000000,,,birlik,com.fsn.nds,,4.888889,https://play.google.com/store/apps/details?id=com.fsn.nds&hl=tr&gl=tr
ID Card Wallet - Card Holder,1,100000,,,UTM,com.crunch.idcardwallet,,3.8,https://play.google.com/store/apps/details?id=com.crunch.idcardwallet&hl=tr&gl=tr
Chores and Anger Management,1,100000,,,birlik,com.Dygie.Lusha,,,https://play.google.com/store/apps/details?id=com.Dygie.Lusha&hl=tr&gl=tr
BaridiMob,1,10000000,,,operasyon,ru.bpc.mobilebank.bpc,,3.0795455,https://play.google.com/store/apps/details?id=ru.bpc.mobilebank.bpc&hl=tr&gl=tr
"GlocalMe: Mobile Hotspot, eSIM",1,100000,,,birlik,com.wws.glocalme,,0,https://play.google.com/store/apps/details?id=com.wws.glocalme&hl=tr&gl=tr
Complete Rhythm Trainer,1,500000,,,tatbikat,com.binaryguilt.completerhythmtrainer,,4.6666665,https://play.google.com/store/apps/details?id=com.binaryguilt.completerhythmtrainer&hl=tr&gl=tr
War Commander: Rogue Assault,1,10000000,,,birlik,com.kixeye.wcm,,3.687251,https://play.google.com/store/apps/details?id=com.kixeye.wcm&hl=tr&gl=tr
PURE: Anonymous Dating & Chat,1,10000000,,,UTM,com.getpure.pure,,3.7029703,https://play.google.com/store/apps/details?id=com.getpure.pure&hl=tr&gl=tr
Кабинет военнослужащего,1,500000,,,askeri personel,com.militeryhelper.sovetnik,,0,https://play.google.com/store/apps/details?id=com.militeryhelper.sovetnik&hl=tr&gl=tr
Billit,1,10000,,,UTM,eu.billit.mobile,,,https://play.google.com/store/apps/details?id=eu.billit.mobile&hl=tr&gl=tr
lifebox,1,10000000,,,UTM,tr.com.turkcell.akillidepo,,4.6292286,https://play.google.com/store/apps/details?id=tr.com.turkcell.akillidepo&hl=tr&gl=tr
ONEPIECE CARDGAME Teaching app,1,100000,,,UTM,com.bandai.onepiece.card.gameteachingf,,,https://play.google.com/store/apps/details?id=com.bandai.onepiece.card.gameteachingf&hl=tr&gl=tr
ConnectUC,1,10000,,,birlik,io.connectuc.android,,,https://play.google.com/store/apps/details?id=io.connectuc.android&hl=tr&gl=tr
Email - Fast & Secure Mail,1,10000000,,,UTM,com.easilydo.mail,,4.6187053,https://play.google.com/store/apps/details?id=com.easilydo.mail&hl=tr&gl=tr
Watch Duty (Wildfire),1,1000000,,,UTM,org.watchduty.app,,,https://play.google.com/store/apps/details?id=org.watchduty.app&hl=tr&gl=tr
NewsBreak: Local News & Alerts,1,50000000,,,UTM,com.particlenews.newsbreak,,3.85,https://play.google.com/store/apps/details?id=com.particlenews.newsbreak&hl=tr&gl=tr
